Mod:Item:MetaData, Localized Name
galacticraftplanets:rocket_t2:1, Ракета 2-го уровня
galacticraftplanets:rocket_t2:2, Ракета 2-го уровня
galacticraftplanets:rocket_t2:3, Ракета 2-го уровня
galacticraftplanets:rocket_t2:4, Ракета 2-го уровня
galacticraftplanets:rocket_t2:11, Грузовая ракета
galacticraftplanets:rocket_t2:12, Грузовая ракета
galacticraftplanets:rocket_t2:13, Грузовая ракета
galacticraftplanets:rocket_t2:14, Грузовая ракета
galacticraftplanets:key:0, Ключ от подземелья 2-го уровня
galacticraftplanets:schematic:0, Схема для верстака NASA
galacticraftplanets:schematic:1, Схема для верстака NASA
galacticraftplanets:schematic:2, Схема для верстака NASA
galacticraftplanets:asteroids_block:0, Астероидный камень
galacticraftplanets:asteroids_block:1, Астероидный камень
galacticraftplanets:asteroids_block:2, Астероидный камень
galacticraftplanets:asteroids_block:3, Алюминиевая руда
galacticraftplanets:asteroids_block:4, Ильменитовая руда
galacticraftplanets:asteroids_block:5, Железная руда
galacticraftplanets:asteroids_block:6, Тёмный декоративный блок
galacticraftplanets:asteroids_block:7, Титановый блок
galacticraftplanets:walkway:0, Дорожка
galacticraftplanets:walkway:1, Дорожка
galacticraftplanets:walkway:2, Дорожка
galacticraftplanets:beam_reflector, Лучевой отражатель энергии
galacticraftplanets:beam_receiver, Лучевой приёмник энергии
galacticraftplanets:telepad_short, Короткодистанционный телепорт
galacticraftplanets:dense_ice, Плотный лёд
galacticraftplanets:miner_base, Основание астрономического шахтёра
galacticraftplanets:grapple, Крюк
galacticraftplanets:rocket_t3:0, Ракета 3-го уровня
galacticraftplanets:rocket_t3:1, Ракета 3-го уровня
galacticraftplanets:rocket_t3:2, Ракета 3-го уровня
galacticraftplanets:rocket_t3:3, Ракета 3-го уровня
galacticraftplanets:rocket_t3:4, Ракета 3-го уровня
galacticraftplanets:astro_miner, Астрономический шахтёр
galacticraftplanets:thermal_padding:0, Теплоизолирующий шлем
galacticraftplanets:thermal_padding:1, Теплоизолирующая кираса
galacticraftplanets:thermal_padding:2, Теплоизолирующие поножи
galacticraftplanets:thermal_padding:3, Теплоизолирующие ботинки
galacticraftplanets:item_basic_asteroids:0, Титановый слиток
galacticraftplanets:item_basic_asteroids:1, Прочный ракетный двигатель
galacticraftplanets:item_basic_asteroids:2, Прочный ракетный стабилизатор
galacticraftplanets:item_basic_asteroids:3, Железный осколок
galacticraftplanets:item_basic_asteroids:4, Титановый осколок
galacticraftplanets:item_basic_asteroids:5, Сверхпрочная пластина
galacticraftplanets:item_basic_asteroids:6, Сжатый титан
galacticraftplanets:item_basic_asteroids:7, Теплоизолирующая ткань
galacticraftplanets:item_basic_asteroids:8, Лучевое ядро
galacticraftplanets:item_basic_asteroids:9, Титановая пыль
galacticraftplanets:methane_canister_partial:1, Полная канистра метана
galacticraftplanets:canister_partial_lox:1, Полная канистра жидкого кислорода
galacticraftplanets:canister_partial_ln2:1, Полная канистра жидкого азота
galacticraftplanets:atmospheric_valve, Атмосферный клапан
galacticraftplanets:heavy_nose_cone:0, Прочный головной обтекатель
galacticraftplanets:orion_drive, Привод Ориона
galacticraftplanets:titanium_helmet, Титановый шлем
galacticraftplanets:titanium_chestplate, Титановая кираса
galacticraftplanets:titanium_leggings, Титановые поножи
galacticraftplanets:titanium_boots, Титановые ботинки
galacticraftplanets:titanium_axe, Титановый топор
galacticraftplanets:titanium_pickaxe, Титановая кирка
galacticraftplanets:titanium_shovel, Титановая лопата
galacticraftplanets:titanium_hoe, Титановая мотыга
galacticraftplanets:titanium_sword, Титановый меч
galacticraftplanets:strange_seed:0, Странное семя
galacticraftplanets:strange_seed:1, Странное семя
galacticraftplanets:sulphuric_acid, Серная кислота
galacticraftplanets:bucket_sulphuric_acid, Ведро серной кислоты
galacticraftplanets:venus:0, Мягкий Венерианский камень
galacticraftplanets:venus:1, Твердый Венерианский камень
galacticraftplanets:venus:2, Вулканический Венерианский камень
galacticraftplanets:venus:3, Пемза
galacticraftplanets:venus:4, Кирпичи сокровищницы Венеры I
galacticraftplanets:venus:5, Кирпичи сокровищницы Венеры II
galacticraftplanets:venus:6, Алюминивая руда
galacticraftplanets:venus:7, Медная руда
galacticraftplanets:venus:8, Галенитовая руда
galacticraftplanets:venus:9, Кварцевая руда
galacticraftplanets:venus:10, Кремниевая руда
galacticraftplanets:venus:11, Оловянная руда
galacticraftplanets:venus:12, Свинцовый блок
galacticraftplanets:venus:13, Солнечная руда
galacticraftplanets:spout, Серный гейзер
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, Сундук с сокровищами 3-го уровня
galacticraftplanets:web_torch:0, Свисающая паутина
galacticraftplanets:web_torch:1, Свисающая паутина
galacticraftplanets:geothermal_generator, Геотермальный генератор
galacticraftplanets:crashed_probe, Разбившийся зонд
galacticraftplanets:venus_rock_scorched, Обожжённый Венерианский камень
galacticraftplanets:solar_array_module, Модуль солнечной батареи
galacticraftplanets:solar_array_controller, Контроллер солнечной батареи
galacticraftplanets:laser_turret, Лазерная турель
galacticraftplanets:thermal_padding_t2:0, Теплоустойчивый шлем
galacticraftplanets:thermal_padding_t2:1, Теплоустойчивая кираса
galacticraftplanets:thermal_padding_t2:2, Теплоустойчивые поножи
galacticraftplanets:thermal_padding_t2:3, Теплоустойчивые ботинки
galacticraftplanets:basic_item_venus:0, Контроллер щита
galacticraftplanets:basic_item_venus:1, Свинцовый слиток
galacticraftplanets:basic_item_venus:2, Радиоизотопное ядро
galacticraftplanets:basic_item_venus:3, Теплоустойчивая ткань
galacticraftplanets:basic_item_venus:4, Солнечная пыль
galacticraftplanets:basic_item_venus:5, Панель солнечной батареи
galacticraftplanets:basic_item_venus:6, Полупроводниковая пластина солнечной батареи
galacticraftplanets:volcanic_pickaxe, Вулканическая кирка
galacticraftplanets:key_t3:0, Ключ от подземелья 3-го уровня
galacticraftplanets:atomic_battery, Атомная батарея
galacticraftcore:unlit_torch_stone, Каменный факел
galacticraftcore:unlit_torch_stone_lit, Каменный факел
gravestone:gravestone, Надгробие
gravestone:death_info, Информация о смерти
ironchest:iron_chest:0, Железный сундук
ironchest:iron_chest:1, Золотой сундук
ironchest:iron_chest:2, Алмазный сундук
ironchest:iron_chest:3, Медный сундук
ironchest:iron_chest:4, Серебряный сундук
ironchest:iron_chest:5, Кристальный сундук
ironchest:iron_chest:6, Обсидиановый сундук
ironchest:iron_chest:7, Земляной Сундук 9000!
ironchest:iron_shulker_box_white:0, Белый Железный Шалкеровый ящик
ironchest:iron_shulker_box_white:1, Белый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_white:2, Белый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_white:3, Белый Медный Шалкеровый ящик
ironchest:iron_shulker_box_white:4, Белый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_white:5, Белый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_white:6, Белый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_orange:0, Оранжевый Железный Шалкеровый ящик
ironchest:iron_shulker_box_orange:1, Оранжевый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_orange:2, Оранжевый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_orange:3, Оранжевый Медный Шалкеровый ящик
ironchest:iron_shulker_box_orange:4, Оранжевый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_orange:5, Оранжевый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_orange:6, Оранжевый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_magenta:0, Фиолетовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:1, Фиолетовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_magenta:2, Фиолетовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:3, Фиолетовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:4, Фиолетовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:5, Фиолетовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:6, Фиолетовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:0, Светло-синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:1, Светло-синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:2, Светло-синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:3, Светло-синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:4, Светло-синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:5, Светло-синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:6, Светло-синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_yellow:0, Жёлтый Железный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:1, Жёлтый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_yellow:2, Жёлтый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:3, Жёлтый Медный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:4, Жёлтый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:5, Жёлтый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:6, Жёлтый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_lime:0, Лаймовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_lime:1, Лаймовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_lime:2, Лаймовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_lime:3, Лаймовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_lime:4, Лаймовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_lime:5, Лаймовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_lime:6, Лаймовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_pink:0, Розовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_pink:1, Розовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_pink:2, Розовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_pink:3, Розовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_pink:4, Розовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_pink:5, Розовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_pink:6, Розовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_gray:0, Серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_gray:1, Серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_gray:2, Серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_gray:3, Серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_gray:4, Серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_gray:5, Серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_gray:6, Серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_silver:0, Светло-серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_silver:1, Светло-серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_silver:2, Светло-серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_silver:3, Светло-серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_silver:4, Светло-серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_silver:5, Светло-серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_silver:6, Светло-серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_cyan:0, Голубой Железный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:1, Голубой Золотой Шалкеровый ящик
ironchest:iron_shulker_box_cyan:2, Голубой Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:3, Голубой Медный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:4, Голубой Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:5, Голубой Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:6, Голубой Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_purple:0, Железный Шалкеровый ящик
ironchest:iron_shulker_box_purple:1, Золотой Шалкеровый ящик
ironchest:iron_shulker_box_purple:2, Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_purple:3, Медный Шалкеровый ящик
ironchest:iron_shulker_box_purple:4, Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_purple:5, Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_purple:6, Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_blue:0, Синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_blue:1, Синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_blue:2, Синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_blue:3, Синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_blue:4, Синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_blue:5, Синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_blue:6, Синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_brown:0, Коричневый Железный Шалкеровый ящик
ironchest:iron_shulker_box_brown:1, Коричневый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_brown:2, Коричневый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_brown:3, Коричневый Медный Шалкеровый ящик
ironchest:iron_shulker_box_brown:4, Коричневый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_brown:5, Коричневый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_brown:6, Коричневый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_green:0, Зелёный Железный Шалкеровый ящик
ironchest:iron_shulker_box_green:1, Зелёный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_green:2, Зелёный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_green:3, Зелёный Медный Шалкеровый ящик
ironchest:iron_shulker_box_green:4, Зелёный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_green:5, Зелёный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_green:6, Зелёный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_red:0, Красный Железный Шалкеровый ящик
ironchest:iron_shulker_box_red:1, Красный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_red:2, Красный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_red:3, Красный Медный Шалкеровый ящик
ironchest:iron_shulker_box_red:4, Красный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_red:5, Красный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_red:6, Красный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_black:0, Чёрный Железный Шалкеровый ящик
ironchest:iron_shulker_box_black:1, Чёрный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_black:2, Чёрный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_black:3, Чёрный Медный Шалкеровый ящик
ironchest:iron_shulker_box_black:4, Чёрный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_black:5, Чёрный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_black:6, Чёрный Обсидиановый Шалкеровый ящик
ironchest:iron_gold_chest_upgrade, Улучшение из железного в золотой сундук
ironchest:gold_diamond_chest_upgrade, Улучшение из золотого в алмазный сундук
ironchest:copper_silver_chest_upgrade, Улучшение из медного в серебряный сундук
ironchest:silver_gold_chest_upgrade, Улучшение из серебряного в золотой сундук
ironchest:copper_iron_chest_upgrade, Улучшение из медного в железный сундук
ironchest:diamond_crystal_chest_upgrade, Улучшение из алмазного в кристальный сундук
ironchest:wood_iron_chest_upgrade, Улучшение из деревянного в железный сундук
ironchest:wood_copper_chest_upgrade, Улучшение из деревянного в медный сундук
ironchest:diamond_obsidian_chest_upgrade, Улучшение из алмазного в обсидиановый сундук
ironchest:iron_gold_shulker_upgrade, Улучшение из железного в золотой Шалкеровый ящик
ironchest:gold_diamond_shulker_upgrade, Улучшение из золотого в алмазный Шалкеровый ящик
ironchest:copper_silver_shulker_upgrade, Улучшение из медного в серебряный Шалкеровый ящик
ironchest:silver_gold_shulker_upgrade, Улучшение из серебряного в золотой Шалкеровый ящик
ironchest:copper_iron_shulker_upgrade, Улучшение из медного в железный Шалкеровый ящик
ironchest:diamond_crystal_shulker_upgrade, Улучшение из алмазного в кристальный Шалкеровый ящик
ironchest:vanilla_iron_shulker_upgrade, Улучшение из обычного в железный Шалкеровый ящик
ironchest:vanilla_copper_shulker_upgrade, Улучшение из обычного в медный Шалкеровый ящик
ironchest:diamond_obsidian_shulker_upgrade, Улучшение из алмазного в обсидиановый Шалкеровый ящик
mcwdoors:print_oak, Oak Door Print
mcwdoors:print_spruce, Spruce Door Print
mcwdoors:print_birch, Birch Door Print
mcwdoors:print_jungle, Jungle Door Print
mcwdoors:print_acacia, Acacia Door Print
mcwdoors:print_dark_oak, Dark Oak Door Print
mcwdoors:oak_japanese_door, Oak Shoji Door
mcwdoors:spruce_japanese_door, Spruce Shoji Door
mcwdoors:birch_japanese_door, Birch Shoji Door
mcwdoors:jungle_japanese_door, Jungle Shoji Door
mcwdoors:acacia_japanese_door, Acacia Shoji Door
mcwdoors:dark_oak_japanese_door, Dark Oak Shoji Door
mcwdoors:oak_japanese2_door, Oak Shoji Whole Door
mcwdoors:spruce_japanese2_door, Spruce Shoji Whole Door
mcwdoors:birch_japanese2_door, Birch Shoji Whole Door
mcwdoors:jungle_japanese2_door, Jungle Shoji Whole Door
mcwdoors:acacia_japanese2_door, Acacia Shoji Whole Door
mcwdoors:dark_oak_japanese2_door, Dark Oak Shoji Whole Door
mcwdoors:oak_barn_door, Oak Barn Door
mcwdoors:spruce_barn_door, Spruce Barn Door
mcwdoors:birch_barn_door, Birch Barn Door
mcwdoors:jungle_barn_door, Jungle Barn Door
mcwdoors:acacia_barn_door, Acacia Barn Door
mcwdoors:dark_oak_barn_door, Dark Oak Barn Door
mcwdoors:oak_barn_glass_door, Oak Barn Glassed Door
mcwdoors:spruce_barn_glass_door, Spruce Barn Glassed Door
mcwdoors:birch_barn_glass_door, Birch Barn Glassed Door
mcwdoors:jungle_barn_glass_door, Jungle Barn Glassed Door
mcwdoors:acacia_barn_glass_door, Acacia Barn Glassed Door
mcwdoors:dark_oak_barn_glass_door, Dark Oak Barn Glassed Door
mcwdoors:oak_modern_door, Oak Oak Modern Door
mcwdoors:spruce_modern_door, Spruce Oak Modern Door
mcwdoors:birch_modern_door, Birch Oak Modern Door
mcwdoors:jungle_modern_door, Jungle Oak Modern Door
mcwdoors:acacia_modern_door, Acacia Oak Modern Door
mcwdoors:dark_oak_modern_door, Dark Oak Modern Door
mcwdoors:oak_cottage_door, Oak Cottage Door
mcwdoors:birch_cottage_door, Birch Cottage Door
mcwdoors:jungle_cottage_door, Jungle Cottage Door
mcwdoors:acacia_cottage_door, Acacia Cottage Door
mcwdoors:dark_oak_cottage_door, Dark Oak Cottage Door
mcwdoors:spruce_classic_door, Spruce Classic Door
mcwdoors:birch_classic_door, Birch Classic Door
mcwdoors:jungle_classic_door, Jungle Classic Door
mcwdoors:acacia_classic_door, Acacia Classic Door
mcwdoors:dark_oak_classic_door, Dark Oak Classic Door
mcwdoors:oak_beach_door, Oak Beach Door
mcwdoors:spruce_beach_door, Spruce Beach Door
mcwdoors:birch_beach_door, Birch Beach Door
mcwdoors:acacia_beach_door, Acacia Beach Door
mcwdoors:dark_oak_beach_door, Dark Oak Beach Door
mcwdoors:oak_paper_door, Oak Paper Door
mcwdoors:spruce_paper_door, Spruce Paper Door
mcwdoors:jungle_paper_door, Jungle Paper Door
mcwdoors:acacia_paper_door, Acacia Paper Door
mcwdoors:dark_oak_paper_door, Dark Oak Paper Door
mcwdoors:oak_four_panel_door, Oak Four Panel Door
mcwdoors:spruce_four_panel_door, Spruce Four Panel Door
mcwdoors:birch_four_panel_door, Birch Four Panel Door
mcwdoors:jungle_four_panel_door, Jungle Four Panel Door
mcwdoors:acacia_four_panel_door, Acacia Four Panel Door
mcwdoors:oak_tropical_door, Oak Tropical Door
mcwdoors:spruce_tropical_door, Spruce Tropical Door
mcwdoors:birch_tropical_door, Birch Tropical Door
mcwdoors:jungle_tropical_door, Jungle Tropical Door
mcwdoors:dark_oak_tropical_door, Dark Oak Tropical Door
mcwdoors:metal_door, Metal Door
mcwdoors:metal_warning_door, Metal Warning Door
mcwdoors:metal_hospital_door, Metal Hospital Door
mcwdoors:metal_reinforced_door, Metal Reinforced Door
mcwdoors:metal_windowed_door, Metal Windowed Door
mcwdoors:jail_door, Тюремная дверь
mcwdoors:oak_glass_door, Oak Glass Door
mcwdoors:spruce_glass_door, Spruce Glass Door
mcwdoors:birch_glass_door, Birch Glass Door
mcwdoors:jungle_glass_door, Jungle Glass Door
mcwdoors:acacia_glass_door, Acacia Glass Door
mcwdoors:dark_oak_glass_door, Dark Oak Glass Door
mcwdoors:oak_stable_door, Oak Stable Door
mcwdoors:spruce_stable_door, Spruce Stable Door
mcwdoors:birch_stable_door, Birch Stable Door
mcwdoors:jungle_stable_door, Jungle Stable Door
mcwdoors:acacia_stable_door, Acacia Stable Door
mcwdoors:dark_oak_stable_door, Dark Oak Stable Door
mcwdoors:oak_stable_head_door, Oak Stable Horse Door
mcwdoors:spruce_stable_head_door, Spruce Stable Horse Door
mcwdoors:birch_stable_head_door, Birch Stable Horse Door
mcwdoors:jungle_stable_head_door, Jungle Stable Horse Door
mcwdoors:acacia_stable_head_door, Acacia Stable Horse Door
mcwdoors:dark_oak_stable_head_door, Dark Oak Stable Horse Door
mcwdoors:oak_western_door, Oak Western Door
mcwdoors:spruce_western_door, Spruce Western Door
mcwdoors:birch_western_door, Birch Western Door
mcwdoors:jungle_western_door, Jungle Western Door
mcwdoors:acacia_western_door, Acacia Western Door
mcwdoors:dark_oak_western_door, Dark Oak Western Door
mcwdoors:oak_bark_glass_door, Oak Bark Glass Door
mcwdoors:spruce_bark_glass_door, Spruce Bark Glass Door
mcwdoors:birch_bark_glass_door, Birch Bark Glass Door
mcwdoors:jungle_bark_glass_door, Jungle Bark Glass Door
mcwdoors:acacia_bark_glass_door, Acacia Bark Glass Door
mcwdoors:dark_oak_bark_glass_door, Dark Oak Bark Glass Door
roost:roost, Roost
roost:breeder, Chicken Breeder
roost:collector, Roost Collector
roost:catcher, Chicken Catcher
roost:chicken:0, Курица
srparasites:ada_summoner_drop, Ядро призывателя
srparasites:ada_yelloweye_drop, Кость желтоглаза
srparasites:ada_manducater_drop, Сфера пожирателя
srparasites:ada_reeker_drop, Клык зловонного
srparasites:ada_longarms_drop, Фрагмент брони длиннорукого
srparasites:ada_bolster_drop, Bolster Husk
srparasites:ada_arachnida_drop, Arachnida Claw
srparasites:ada_devourer_drop, Devourer Tentacle
srparasites:assimilated_flesh, Заражённая плоть
srparasites:beckon_drop, Beckon Membrane
srparasites:dispatcher_drop, Dispatcher Membrane
srparasites:itemtab, NULL
srparasites:itemthrow, 
srparasites:evclock, Грязные часы
srparasites:dried_tendons, Dried Tendons
srparasites:hardened_bone_handle, Hardened Bone Handle
srparasites:infectious_blade_fragment, Infectious Blade Fragment
srparasites:living_core, Living Core
srparasites:vile_shell, Vile Shell
srparasites:bone, Strange Bone
srparasites:lurecomponent1, Хрупкий кусок
srparasites:lurecomponent2, Пахнущий кусок
srparasites:lurecomponent3, Гнилостная единица
srparasites:lurecomponent4, Зловонная единица
srparasites:lurecomponent5, Сгнивший сегмент
srparasites:lurecomponent6, Существенный сегмент
srparasites:itemmobspawner_dorpa, Призыв -  Усвоенный большой паук
srparasites:itemmobspawner_infbear, Призыв -  Усвоенный медведь
srparasites:itemmobspawner_infhuman, Призыв -  Усвоенный человек
srparasites:itemmobspawner_infhumanhead, Призыв -  Ходячая голова (Человек)
srparasites:itemmobspawner_infenderman, Призыв -  Усвоенный эндермен
srparasites:itemmobspawner_infendermanhead, Spawn Walking Head (Enderman)
srparasites:itemmobspawner_infcow, Призыв -  Усвоенная корова
srparasites:itemmobspawner_infcowhead, Призыв -  Ходячая голова (Корова)
srparasites:itemmobspawner_infsheep, Призыв -  Усвоенная овца
srparasites:itemmobspawner_infsheephead, Призыв -  Ходячая голова (Овца)
srparasites:itemmobspawner_infwolf, Призыв -  Усвоенный волк
srparasites:itemmobspawner_infwolfhead, Призыв -  Ходячая голова (Волк)
srparasites:itemmobspawner_infpig, Призыв -  Усвоенная свинья
srparasites:itemmobspawner_infpighead, Призыв -  Ходячая голова (Свинья)
srparasites:itemmobspawner_infvillager, Призыв -  Усвоенный житель
srparasites:itemmobspawner_infvillagerhead, Призыв -  Ходячая голова (Житель)
srparasites:itemmobspawner_inhoos, Призыв -  Незавершённая форма (Маленькая)
srparasites:itemmobspawner_inhoom, Призыв -  Незавершённая форма (Средняя)
srparasites:itemmobspawner_infhorse, Призыв -  Усвоенная лошадь
srparasites:itemmobspawner_infhorsehead, Призыв -  Ходячая голова (Лошадь)
srparasites:itemmobspawner_infplayer, Призыв -  Усвоенный путешественник
srparasites:itemmobspawner_infplayerhead, Spawn Walking Head (Adventurer)
srparasites:itemmobspawner_infdragone, Spawn Assimilated Ender Dragon
srparasites:itemmobspawner_infdragonehead, Spawn Walking Head (Ender Dragon)
srparasites:itemmobspawner_host, Призыв -  Воинство
srparasites:itemmobspawner_hostii, Spawn Herd
srparasites:itemmobspawner_heed, Spawn Heed
srparasites:itemmobspawner_cruxa, Spawn Crux
srparasites:itemmobspawner_mes, Spawn Thrall
srparasites:itemmobspawner_lesh, Призыв -  Движущаяся плоть
srparasites:itemmobspawner_shyco, Призыв -  Примитивный Длиннорукий
srparasites:itemmobspawner_canra, Призыв -  Примитивный Призыватель
srparasites:itemmobspawner_nogla, Призыв -  Примитивный Зловонный
srparasites:itemmobspawner_hull, Призыв -  Примитивный Пожиратель
srparasites:itemmobspawner_emana, Призыв -  Примитивный Желтоглаз
srparasites:itemmobspawner_bano, Призыв -  Примитивный Подстрекатель
srparasites:itemmobspawner_ranrac, Призыв -  Примитивная Арахнида
srparasites:itemmobspawner_lum, Spawn Primitive Devourer
srparasites:itemmobspawner_shycoadapted, Призыв -  Адаптированный Длиннорукий
srparasites:itemmobspawner_canraadapted, Призыв -  Адаптированный Призыватель
srparasites:itemmobspawner_noglaadapted, Призыв -  Адаптированный Зловонный
srparasites:itemmobspawner_hulladapted, Призыв -  Адаптированный Пожиратель
srparasites:itemmobspawner_emanaadapted, Призыв -  Адаптированный Желтоглаз
srparasites:itemmobspawner_banoadapted, Призыв -  Адаптированный Подстрекатель
srparasites:itemmobspawner_ranracadapted, Призыв -  Адаптированная Арахнида
srparasites:itemmobspawner_lodo, Призыв - Баглин
srparasites:itemmobspawner_mudo, Призыв - Руптер
srparasites:itemmobspawner_nuuh, Spawn Mangler
srparasites:itemmobspawner_rathol, Призыв - Тяжёлый переносчик
srparasites:itemmobspawner_buthol, Призыв - Летающий переносчик
srparasites:itemmobspawner_anged, Призыв -  Мститель
srparasites:itemmobspawner_venkrol, Призыв - Маяк Стадия I
srparasites:itemmobspawner_venkrolsii, Призыв - Маяк Стадия II
srparasites:itemmobspawner_venkrolsiii, Призыв - Маяк Стадия III
srparasites:itemmobspawner_venkrolsiv, Призыв - Маяк Стадия IV
srparasites:itemmobspawner_tonro, Призыв -  Кифоз
srparasites:itemmobspawner_unvo, Призыв -  Часовой 
srparasites:itemmobspawner_nak, Spawn Seizer
srparasites:itemmobspawner_dod, Spawn Dispatcher Stage I
srparasites:itemmobspawner_dodsii, Spawn Dispatcher Stage II
srparasites:itemmobspawner_dodsiii, Spawn Dispatcher Stage III
srparasites:itemmobspawner_dodsiv, Spawn Dispatcher Stage IV
srparasites:itemmobspawner_alafha, Призыв - Надсмотрщик
srparasites:itemmobspawner_ganro, Призыв - Надзиратель
